Date,Diffused radiation (W/m^2),Global radiation (W/m^2),Relative humidity (%),Temperature (°C),Maximum temperature (°C),Minimum temperature (°C),Rainfall (mm),day,month,year
2007-07-22,35.47222222222222,337.1041666666667,68.64583333333333,25.6,29.5,21.7,0.0,22,7,2007
2007-07-23,50.479166666666664,320.0,77.79861111111111,24.65,28.5,20.8,0.0,23,7,2007
2007-07-24,67.88194444444444,321.74305555555554,86.29166666666667,26.1,28.8,23.4,0.0,24,7,2007
2007-07-25,71.33333333333333,301.2361111111111,75.08333333333333,26.6,30.4,22.8,0.0,25,7,2007
2007-07-26,56.270833333333336,315.19444444444446,59.24305555555556,28.1,32.1,24.1,0.0,26,7,2007
2007-07-27,77.13888888888889,292.56944444444446,60.458333333333336,28.85,32.5,25.2,0.0,27,7,2007
2007-07-28,67.20833333333333,300.90972222222223,60.15277777777778,29.95,33.9,26.0,0.0,28,7,2007
2007-07-29,73.82638888888889,292.6875,83.54166666666667,29.15,32.4,25.9,0.0,29,7,2007
2007-07-30,91.45833333333333,289.2013888888889,85.82638888888889,27.7,29.9,25.5,0.0,30,7,2007
2007-07-31,93.0,274.4861111111111,84.84722222222223,27.25,29.4,25.1,0.0,31,7,2007
2007-08-01,0.0,209.09027777777777,81.96527777777777,26.9,28.6,25.2,0.0,1,8,2007
2007-08-02,0.0,301.7013888888889,78.45833333333333,26.75,28.7,24.8,0.0,2,8,2007
2007-08-03,0.0,297.9791666666667,82.51388888888889,25.799999999999997,28.9,22.7,0.0,3,8,2007
2007-08-04,0.0,317.8541666666667,77.22916666666667,26.25,28.4,24.1,0.0,4,8,2007
2007-08-05,0.0,307.8958333333333,70.35416666666667,25.4,27.7,23.1,0.0,5,8,2007
2007-08-06,0.0,321.11805555555554,65.89583333333333,24.95,27.7,22.2,0.0,6,8,2007
2007-08-07,0.0,293.3263888888889,70.06944444444444,25.95,28.2,23.7,0.0,7,8,2007
2007-08-08,0.0,260.2083333333333,65.44444444444444,25.0,27.6,22.4,0.0,8,8,2007
2007-08-09,0.0,301.6041666666667,64.17361111111111,24.9,27.3,22.5,0.0,9,8,2007
2007-08-10,0.0,290.00694444444446,71.73611111111111,25.1,27.8,22.4,0.0,10,8,2007
2007-08-11,0.0,320.3541666666667,78.35416666666667,25.950000000000003,28.1,23.8,0.0,11,8,2007
2007-08-12,0.0,98.38194444444444,81.20833333333333,26.25,28.6,23.9,0.0,12,8,2007
2007-08-13,0.0,0.0,75.5,25.35,28.1,22.6,0.0,13,8,2007
2007-08-14,0.0,280.8888888888889,70.9375,25.200000000000003,27.6,22.8,0.0,14,8,2007
2007-08-15,0.0,309.7083333333333,73.68055555555556,24.3,27.6,21.0,0.0,15,8,2007
2007-08-16,0.0,296.44444444444446,75.95138888888889,24.95,27.5,22.4,0.0,16,8,2007
2007-08-17,0.0,298.75694444444446,73.82638888888889,24.950000000000003,27.8,22.1,0.0,17,8,2007
2007-08-18,0.0,289.40277777777777,80.05555555555556,25.7,27.7,23.7,0.0,18,8,2007
2007-08-19,0.0,266.6111111111111,80.11805555555556,26.05,28.1,24.0,0.0,19,8,2007
2007-08-20,0.0,305.99305555555554,77.8125,25.05,28.1,22.0,0.0,20,8,2007
2007-08-21,0.0,303.4236111111111,84.47222222222223,25.35,29.1,21.6,0.0,21,8,2007
2007-08-22,0.0,303.28472222222223,76.29861111111111,26.5,30.8,22.2,0.0,22,8,2007
2007-08-23,0.0,291.4166666666667,81.9375,26.8,30.0,23.6,0.0,23,8,2007
2007-08-24,0.0,298.84722222222223,82.27083333333333,28.4,32.8,24.0,0.0,24,8,2007
2007-08-25,0.0,288.09722222222223,59.49305555555556,27.85,33.6,22.1,0.0,25,8,2007
2007-08-26,0.0,294.5138888888889,75.5,27.200000000000003,31.3,23.1,0.0,26,8,2007
2007-08-27,0.0,288.7013888888889,84.27083333333333,26.85,29.7,24.0,0.0,27,8,2007
2007-08-28,0.0,291.28472222222223,73.45138888888889,27.35,31.7,23.0,0.0,28,8,2007
2007-08-29,0.0,282.6388888888889,84.65277777777777,26.049999999999997,28.9,23.2,0.0,29,8,2007
2007-08-30,0.0,269.8888888888889,82.77083333333333,26.5,28.7,24.3,0.0,30,8,2007
2007-08-31,0.0,255.13194444444446,83.80555555555556,26.0,28.5,23.5,0.0,31,8,2007
2007-09-01,63.083333333333336,270.4791666666667,85.47916666666667,26.7,28.9,24.5,0.0,1,9,2007
2007-09-02,51.326388888888886,276.4583333333333,85.77777777777777,26.4,28.7,24.1,0.0,2,9,2007
2007-09-03,73.84027777777777,239.30555555555554,85.67361111111111,26.5,28.6,24.4,0.0,3,9,2007
2007-09-04,68.28472222222223,254.52083333333334,84.14583333333333,26.3,28.8,23.8,0.0,4,9,2007
2007-09-05,82.68055555555556,242.57638888888889,75.18055555555556,26.25,28.8,23.7,0.0,5,9,2007
2007-09-06,83.08333333333333,226.15972222222223,69.63194444444444,25.8,27.8,23.8,0.0,6,9,2007
2007-09-07,71.8125,235.66666666666666,79.43055555555556,26.75,28.6,24.9,0.0,7,9,2007
2007-09-08,85.38888888888889,202.38888888888889,70.47916666666667,25.6,27.3,23.9,0.0,8,9,2007
2007-09-09,76.40277777777777,203.875,65.58333333333333,24.9,27.2,22.6,0.0,9,9,2007
2007-09-10,39.18055555555556,268.5833333333333,65.59722222222223,23.95,26.9,21.0,0.0,10,9,2007
2007-09-11,45.77777777777778,249.67361111111111,70.59722222222223,24.049999999999997,26.2,21.9,0.0,11,9,2007
2007-09-12,79.83333333333333,218.16666666666666,66.74305555555556,23.55,26.8,20.3,0.0,12,9,2007
2007-09-13,30.020833333333332,273.5625,63.208333333333336,24.1,26.5,21.7,0.0,13,9,2007
2007-09-14,34.38194444444444,271.8611111111111,70.45833333333333,23.0,26.1,19.9,0.0,14,9,2007
2007-09-15,50.854166666666664,237.74305555555554,76.58333333333333,25.0,27.5,22.5,0.0,15,9,2007
2007-09-16,33.270833333333336,261.09027777777777,70.36805555555556,24.45,27.0,21.9,0.0,16,9,2007
2007-09-17,74.30555555555556,217.05555555555554,73.28472222222223,23.7,26.5,20.9,0.0,17,9,2007
2007-09-18,35.25694444444444,253.47916666666666,78.93055555555556,24.9,28.0,21.8,0.0,18,9,2007
2007-09-19,36.166666666666664,248.32638888888889,78.31944444444444,25.65,28.2,23.1,0.0,19,9,2007
2007-09-20,35.1875,251.74305555555554,76.28472222222223,24.75,27.3,22.2,0.0,20,9,2007
2007-09-21,41.68055555555556,246.53472222222223,75.77083333333333,24.049999999999997,26.9,21.2,0.0,21,9,2007
2007-09-22,35.8125,249.39583333333334,74.50694444444444,23.299999999999997,26.2,20.4,0.0,22,9,2007
2007-09-23,39.236111111111114,244.40277777777777,73.86805555555556,23.1,26.6,19.6,0.3,23,9,2007
2007-09-24,47.38194444444444,238.65277777777777,64.56944444444444,23.75,26.0,21.5,0.0,24,9,2007
2007-09-25,53.00694444444444,179.68055555555554,69.15277777777777,24.3,26.8,21.8,0.0,25,9,2007
2007-09-26,41.6875,237.13888888888889,78.69444444444444,23.25,26.5,20.0,0.0,26,9,2007
2007-09-27,46.36805555555556,222.9375,83.95138888888889,25.5,28.3,22.7,0.0,27,9,2007
2007-09-28,59.59027777777778,207.67361111111111,80.34722222222223,25.4,27.2,23.6,0.0,28,9,2007
2007-09-29,60.63194444444444,213.79166666666666,81.47222222222223,24.0,26.1,21.9,0.0,29,9,2007
2007-09-30,59.451388888888886,197.38194444444446,83.65277777777777,24.45,27.5,21.4,0.0,30,9,2007
2007-10-01,71.96527777777777,185.21527777777777,86.43055555555556,24.799999999999997,27.4,22.2,0.0,1,10,2007
2007-10-02,55.05555555555556,206.54166666666666,79.36805555555556,26.4,31.3,21.5,0.0,2,10,2007
2007-10-03,48.5,209.9375,79.13888888888889,24.55,27.5,21.6,0.0,3,10,2007
2007-10-04,37.02777777777778,218.39583333333334,74.14583333333333,23.85,28.1,19.6,0.0,4,10,2007
2007-10-05,51.708333333333336,160.89583333333334,73.13194444444444,22.75,25.5,20.0,1.1,5,10,2007
2007-10-06,48.048611111111114,189.26388888888889,70.89583333333333,22.95,25.5,20.4,0.0,6,10,2007
2007-10-07,42.875,211.15277777777777,75.51388888888889,22.85,26.3,19.4,0.0,7,10,2007
2007-10-08,63.61805555555556,191.79166666666666,80.83333333333333,23.8,27.1,20.5,0.0,8,10,2007
2007-10-09,63.083333333333336,196.26388888888889,77.97916666666667,26.3,29.8,22.8,0.0,9,10,2007
2007-10-10,41.604166666666664,203.46527777777777,83.27777777777777,24.049999999999997,26.9,21.2,0.0,10,10,2007
2007-10-11,33.298611111111114,212.49305555555554,77.85416666666667,23.15,26.0,20.3,0.0,11,10,2007
2007-10-12,36.548611111111114,205.94444444444446,80.88888888888889,22.65,26.4,18.9,0.0,12,10,2007
2007-10-13,75.29166666666667,166.38888888888889,80.51388888888889,22.8,25.8,19.8,0.0,13,10,2007
2007-10-14,54.895833333333336,168.0625,70.88194444444444,22.95,25.5,20.4,0.0,14,10,2007
2007-10-15,41.1875,190.79166666666666,69.69444444444444,22.45,25.7,19.2,0.0,15,10,2007
2007-10-16,68.46527777777777,175.03472222222223,69.29861111111111,21.700000000000003,24.3,19.1,0.0,16,10,2007
2007-10-17,70.30555555555556,148.90972222222223,45.09722222222222,20.5,24.4,16.6,0.0,17,10,2007
2007-10-18,58.833333333333336,167.50694444444446,23.0,25.85,30.5,21.2,0.0,18,10,2007
2007-10-19,57.770833333333336,171.31944444444446,51.81944444444444,25.4,29.6,21.2,0.2,19,10,2007
2007-10-20,50.611111111111114,164.86805555555554,80.72916666666667,23.549999999999997,25.9,21.2,0.0,20,10,2007
2007-10-21,50.80555555555556,179.69444444444446,87.31944444444444,22.9,26.2,19.6,0.0,21,10,2007
2007-10-22,29.71527777777778,186.8125,68.24305555555556,23.0,27.8,18.2,0.0,22,10,2007
2007-10-23,31.36111111111111,183.73611111111111,29.430555555555557,27.35,33.1,21.6,0.0,23,10,2007
2007-10-24,44.354166666666664,163.54861111111111,62.479166666666664,26.45,30.7,22.2,0.0,24,10,2007
2007-10-25,33.333333333333336,173.11111111111111,79.90972222222223,22.9,24.9,20.9,0.0,25,10,2007
2007-10-26,18.354166666666668,191.61111111111111,74.83333333333333,21.45,23.9,19.0,0.0,26,10,2007
2007-10-27,31.368055555555557,173.29166666666666,78.86805555555556,20.5,23.6,17.4,0.0,27,10,2007
2007-10-28,35.326388888888886,159.14583333333334,72.15277777777777,21.25,24.1,18.4,0.0,28,10,2007
2007-10-29,39.30555555555556,171.97916666666666,76.31944444444444,21.4,24.2,18.6,0.0,29,10,2007
2007-10-30,48.97222222222222,145.45138888888889,77.53472222222223,21.75,23.9,19.6,0.0,30,10,2007
2007-10-31,36.958333333333336,160.97916666666666,72.72916666666667,21.1,24.1,18.1,0.0,31,10,2007
2007-11-01,36.30555555555556,163.52083333333334,76.16666666666667,21.5,25.3,17.7,0.0,1,11,2007
2007-11-02,36.34722222222222,163.03472222222223,73.88888888888889,22.25,26.6,17.9,0.0,2,11,2007
2007-11-03,40.208333333333336,150.0,84.97916666666667,21.9,24.7,19.1,0.0,3,11,2007
2007-11-04,31.958333333333332,164.01388888888889,79.4375,23.049999999999997,26.9,19.2,0.0,4,11,2007
2007-11-05,26.72222222222222,165.45833333333334,26.916666666666668,24.95,31.5,18.4,0.0,5,11,2007
2007-11-06,56.270833333333336,124.78472222222223,23.03472222222222,25.9,30.4,21.4,0.25,6,11,2007
2007-11-07,44.94444444444444,104.53472222222223,60.173611111111114,23.75,27.8,19.7,0.4,7,11,2007
2007-11-08,51.291666666666664,134.85416666666666,57.951388888888886,19.4,21.5,17.3,0.4,8,11,2007
2007-11-09,53.05555555555556,78.85416666666667,73.56944444444444,18.85,21.3,16.4,12.0,9,11,2007
2007-11-10,25.541666666666668,165.96527777777777,65.68055555555556,18.5,21.4,15.6,0.0,10,11,2007
2007-11-11,33.44444444444444,63.09722222222222,72.125,18.85,21.2,16.5,1.6,11,11,2007
2007-11-12,22.82638888888889,161.72222222222223,58.94444444444444,17.45,20.2,14.7,0.0,12,11,2007
2007-11-13,28.583333333333332,139.4375,64.84722222222223,17.3,20.7,13.9,0.0,13,11,2007
2007-11-14,30.8125,113.93055555555556,74.34027777777777,17.6,21.3,13.9,0.0,14,11,2007
2007-11-15,41.90972222222222,132.38194444444446,39.986111111111114,21.05,26.1,16.0,0.0,15,11,2007
2007-11-16,41.541666666666664,136.0,43.041666666666664,21.2,25.0,17.4,0.0,16,11,2007
2007-11-17,29.5625,143.36805555555554,41.99305555555556,21.45,25.7,17.2,0.0,17,11,2007
2007-11-18,38.75,124.76388888888889,54.13194444444444,19.8,23.0,16.6,0.0,18,11,2007
2007-11-19,54.40972222222222,74.46527777777777,65.79861111111111,19.75,22.6,16.9,10.0,19,11,2007
2007-11-20,39.541666666666664,52.1875,88.86111111111111,15.85,18.2,13.5,11.649999999999999,20,11,2007
2007-11-21,30.09027777777778,66.36111111111111,86.43055555555556,15.100000000000001,18.3,11.9,25.85,21,11,2007
2007-11-22,39.69444444444444,87.29861111111111,84.13888888888889,14.600000000000001,17.8,11.4,0.2,22,11,2007
2007-11-23,39.333333333333336,105.26388888888889,69.20833333333333,15.850000000000001,19.6,12.1,0.0,23,11,2007
2007-11-24,23.819444444444443,140.69444444444446,60.951388888888886,16.6,20.0,13.2,0.0,24,11,2007
2007-11-25,18.944444444444443,141.55555555555554,55.61805555555556,15.7,18.5,12.9,0.0,25,11,2007
2007-11-26,15.104166666666666,143.63888888888889,50.048611111111114,15.8,19.6,12.0,0.0,26,11,2007
2007-11-27,18.131944444444443,143.14583333333334,42.19444444444444,16.85,20.7,13.0,0.0,27,11,2007
2007-11-28,29.1875,129.41666666666666,51.09027777777778,17.15,21.7,12.6,0.0,28,11,2007
2007-11-29,63.15972222222222,88.75694444444444,77.5625,17.95,20.3,15.6,0.0,29,11,2007
2007-11-30,59.833333333333336,74.33333333333333,38.81944444444444,17.15,19.0,15.3,0.0,30,11,2007
2007-12-01,42.673611111111114,92.59027777777777,57.30555555555556,17.950000000000003,21.1,14.8,8.8,1,12,2007
2007-12-02,43.263888888888886,68.89583333333333,81.49305555555556,15.85,18.2,13.5,3.3,2,12,2007
2007-12-03,35.46527777777778,38.59027777777778,74.0,15.75,17.8,13.7,0.1,3,12,2007
2007-12-04,38.708333333333336,45.93055555555556,78.09722222222223,15.5,17.8,13.2,0.0,4,12,2007
2007-12-05,18.20138888888889,129.8125,68.03472222222223,17.0,20.4,13.6,0.0,5,12,2007
2007-12-06,45.53472222222222,70.84027777777777,71.22916666666667,14.600000000000001,18.1,11.1,15.55,6,12,2007
2007-12-07,26.63888888888889,63.63194444444444,92.46527777777777,12.95,15.2,10.7,35.35,7,12,2007
2007-12-08,36.74305555555556,45.94444444444444,90.80555555555556,13.350000000000001,14.8,11.9,3.45,8,12,2007
2007-12-09,48.02777777777778,63.05555555555556,82.22916666666667,14.3,17.3,11.3,0.0,9,12,2007
2007-12-10,20.65277777777778,122.94444444444444,71.6875,15.95,18.4,13.5,0.0,10,12,2007
2007-12-11,38.74305555555556,73.94444444444444,73.45833333333333,16.5,19.3,13.7,0.0,11,12,2007
2007-12-12,11.715277777777779,129.63888888888889,72.29166666666667,16.75,20.7,12.8,0.0,12,12,2007
2007-12-13,38.645833333333336,85.90972222222223,74.625,15.6,18.4,12.8,13.399999999999999,13,12,2007
2007-12-14,-0.09722222222222222,0.0,87.40277777777777,13.9,16.8,11.0,20.2,14,12,2007
2007-12-15,0.0,0.0,90.31944444444444,15.0,17.7,12.3,0.6,15,12,2007
2007-12-16,34.5,79.54166666666667,82.98611111111111,14.9,17.8,12.0,0.65,16,12,2007
2007-12-17,23.38888888888889,123.97222222222223,71.04166666666667,14.25,17.1,11.4,0.0,17,12,2007
2007-12-18,39.958333333333336,98.79166666666667,69.57638888888889,13.350000000000001,16.3,10.4,6.65,18,12,2007
2007-12-19,35.458333333333336,96.34722222222223,76.78472222222223,13.1,15.7,10.5,12.5,19,12,2007
2007-12-20,-0.1875,0.0,78.38194444444444,9.35,13.0,5.7,23.1,20,12,2007
2007-12-21,33.47222222222222,113.39583333333333,69.38194444444444,10.5,14.1,6.9,0.30000000000000004,21,12,2007
2007-12-22,24.59027777777778,110.41666666666667,71.11111111111111,12.5,15.8,9.2,0.0,22,12,2007
2007-12-23,31.70138888888889,113.04861111111111,60.298611111111114,13.1,16.0,10.2,0.0,23,12,2007
2007-12-24,44.27777777777778,101.79861111111111,57.49305555555556,12.8,16.7,8.9,0.0,24,12,2007
2007-12-25,38.604166666666664,87.07638888888889,70.52777777777777,13.2,16.2,10.2,0.0,25,12,2007
2007-12-26,20.22222222222222,114.52083333333333,68.73611111111111,13.9,17.5,10.3,0.0,26,12,2007
2007-12-27,16.40277777777778,126.125,48.326388888888886,14.1,17.4,10.8,0.0,27,12,2007
2007-12-28,15.659722222222221,126.30555555555556,38.145833333333336,14.35,17.4,11.3,0.0,28,12,2007
2007-12-29,16.104166666666668,128.45833333333334,51.38194444444444,13.100000000000001,15.8,10.4,0.0,29,12,2007
2007-12-30,17.819444444444443,128.90277777777777,50.24305555555556,11.25,14.3,8.2,0.0,30,12,2007
2007-12-31,17.834532374100718,137.41007194244605,31.18705035971223,11.65,15.3,8.0,0.0,31,12,2007
2008-01-01,49.989583333333336,217.71527777777777,69.44444444444444,13.5,16.0,11.0,0.0,1,1,2008
2008-01-02,49.989583333333336,217.71527777777777,69.44444444444444,14.2,17.0,11.4,4.95,2,1,2008
2008-01-03,49.989583333333336,217.71527777777777,69.44444444444444,12.45,14.0,10.9,2.8,3,1,2008
2008-01-04,49.989583333333336,217.71527777777777,69.44444444444444,13.55,15.1,12.0,7.8999999999999995,4,1,2008
2008-01-05,49.989583333333336,217.71527777777777,69.44444444444444,13.25,15.2,11.3,0.0,5,1,2008
2008-01-06,49.989583333333336,217.71527777777777,69.44444444444444,9.850000000000001,13.3,6.4,0.0,6,1,2008
2008-01-07,49.989583333333336,217.71527777777777,69.44444444444444,11.1,14.7,7.5,5.9,7,1,2008
2008-01-08,49.989583333333336,217.71527777777777,69.44444444444444,12.8,15.8,9.8,2.3,8,1,2008
2008-01-09,49.989583333333336,217.71527777777777,69.44444444444444,10.850000000000001,13.3,8.4,0.0,9,1,2008
2008-01-10,49.989583333333336,217.71527777777777,69.44444444444444,10.0,12.1,7.9,0.0,10,1,2008
2008-01-11,49.989583333333336,217.71527777777777,69.44444444444444,8.05,10.8,5.3,0.0,11,1,2008
2008-01-12,49.989583333333336,217.71527777777777,69.44444444444444,7.3,10.5,4.1,0.0,12,1,2008
2008-01-13,49.989583333333336,217.71527777777777,69.44444444444444,7.55,10.7,4.4,0.0,13,1,2008
2008-01-14,49.989583333333336,217.71527777777777,69.44444444444444,7.050000000000001,10.4,3.7,0.0,14,1,2008
2008-01-15,49.989583333333336,217.71527777777777,69.44444444444444,7.8,11.7,3.9,0.0,15,1,2008
2008-01-16,49.989583333333336,217.71527777777777,69.44444444444444,9.2,13.7,4.7,0.0,16,1,2008
2008-01-17,49.989583333333336,217.71527777777777,69.44444444444444,9.75,13.4,6.1,0.0,17,1,2008
2008-01-18,49.989583333333336,217.71527777777777,69.44444444444444,10.25,14.2,6.3,0.0,18,1,2008
2008-01-19,49.989583333333336,217.71527777777777,69.44444444444444,11.95,15.7,8.2,0.0,19,1,2008
2008-01-20,49.989583333333336,217.71527777777777,69.44444444444444,12.6,15.5,9.7,0.0,20,1,2008
2008-01-21,49.989583333333336,217.71527777777777,69.44444444444444,12.9,16.1,9.7,2.95,21,1,2008
2008-01-22,49.989583333333336,217.71527777777777,69.44444444444444,9.45,13.7,5.2,2.65,22,1,2008
2008-01-23,49.989583333333336,217.71527777777777,69.44444444444444,7.6,10.7,4.5,0.0,23,1,2008
2008-01-24,49.989583333333336,217.71527777777777,69.44444444444444,10.0,14.8,5.2,0.0,24,1,2008
2008-01-25,49.989583333333336,217.71527777777777,69.44444444444444,10.85,14.5,7.2,0.0,25,1,2008
2008-01-26,49.989583333333336,217.71527777777777,69.44444444444444,10.95,13.8,8.1,0.25,26,1,2008
2008-01-27,49.989583333333336,217.71527777777777,69.44444444444444,10.75,14.0,7.5,4.35,27,1,2008
2008-01-28,49.989583333333336,217.71527777777777,69.44444444444444,11.95,13.9,10.0,24.700000000000003,28,1,2008
2008-01-29,49.989583333333336,217.71527777777777,69.44444444444444,10.6,13.9,7.3,20.7,29,1,2008
2008-01-30,49.989583333333336,217.71527777777777,69.44444444444444,6.65,9.3,4.0,13.399999999999999,30,1,2008
2008-01-31,49.989583333333336,217.71527777777777,69.44444444444444,6.15,9.9,2.4,0.0,31,1,2008
2008-02-01,49.989583333333336,217.71527777777777,69.44444444444444,9.3,13.5,5.1,0.4,1,2,2008
2008-02-02,49.989583333333336,217.71527777777777,69.44444444444444,11.9,14.8,9.0,0.0,2,2,2008
2008-02-03,49.989583333333336,217.71527777777777,69.44444444444444,11.8,15.4,8.2,0.0,3,2,2008
2008-02-04,49.989583333333336,217.71527777777777,69.44444444444444,12.3,16.0,8.6,0.0,4,2,2008
2008-02-05,49.989583333333336,217.71527777777777,69.44444444444444,13.1,16.9,9.3,0.0,5,2,2008
2008-02-06,49.989583333333336,217.71527777777777,69.44444444444444,14.55,18.5,10.6,0.0,6,2,2008
2008-02-07,49.989583333333336,217.71527777777777,69.44444444444444,15.100000000000001,18.6,11.6,0.0,7,2,2008
2008-02-08,49.989583333333336,217.71527777777777,69.44444444444444,13.600000000000001,16.1,11.1,0.0,8,2,2008
2008-02-09,49.989583333333336,217.71527777777777,69.44444444444444,14.5,19.0,10.0,0.0,9,2,2008
2008-02-10,49.989583333333336,217.71527777777777,69.44444444444444,16.5,20.2,12.8,0.3,10,2,2008
2008-02-11,49.989583333333336,217.71527777777777,69.44444444444444,14.45,17.7,11.2,4.2,11,2,2008
2008-02-12,49.989583333333336,217.71527777777777,69.44444444444444,12.85,15.6,10.1,8.2,12,2,2008
2008-02-13,49.989583333333336,217.71527777777777,69.44444444444444,12.4,14.9,9.9,7.800000000000001,13,2,2008
2008-02-14,49.989583333333336,217.71527777777777,69.44444444444444,9.75,12.1,7.4,30.25,14,2,2008
2008-02-15,49.989583333333336,217.71527777777777,69.44444444444444,11.0,13.8,8.2,0.2,15,2,2008
2008-02-16,49.989583333333336,217.71527777777777,69.44444444444444,12.600000000000001,15.3,9.9,0.0,16,2,2008
2008-02-17,49.989583333333336,217.71527777777777,69.44444444444444,12.75,17.0,8.5,0.0,17,2,2008
2008-02-18,49.989583333333336,217.71527777777777,69.44444444444444,10.95,15.1,6.8,23.049999999999997,18,2,2008
2008-02-19,49.989583333333336,217.71527777777777,69.44444444444444,8.399999999999999,11.2,5.6,2.55,19,2,2008
2008-02-20,49.989583333333336,217.71527777777777,69.44444444444444,10.05,12.7,7.4,0.0,20,2,2008
2008-02-21,49.989583333333336,217.71527777777777,69.44444444444444,10.649999999999999,15.2,6.1,0.0,21,2,2008
2008-02-22,49.989583333333336,217.71527777777777,69.44444444444444,13.25,17.6,8.9,0.0,22,2,2008
2008-02-23,49.989583333333336,217.71527777777777,69.44444444444444,14.9,19.0,10.8,0.0,23,2,2008
2008-02-24,49.989583333333336,217.71527777777777,69.44444444444444,15.65,19.3,12.0,0.0,24,2,2008
2008-02-25,49.989583333333336,217.71527777777777,69.44444444444444,13.25,15.2,11.3,4.6,25,2,2008
2008-02-26,49.989583333333336,217.71527777777777,69.44444444444444,12.25,15.0,9.5,0.1,26,2,2008
2008-02-27,49.989583333333336,217.71527777777777,69.44444444444444,13.65,16.6,10.7,0.0,27,2,2008
2008-02-28,49.989583333333336,217.71527777777777,69.44444444444444,15.95,21.5,10.4,0.0,28,2,2008
2008-02-29,49.989583333333336,217.71527777777777,69.44444444444444,16.05,19.3,12.8,0.0,29,2,2008
2008-03-01,49.989583333333336,217.71527777777777,69.44444444444444,14.2,16.4,12.0,0.0,1,3,2008
2008-03-02,49.989583333333336,217.71527777777777,69.44444444444444,14.25,16.1,12.4,0.9500000000000001,2,3,2008
2008-03-03,49.989583333333336,217.71527777777777,69.44444444444444,14.9,16.8,13.0,0.0,3,3,2008
2008-03-04,49.989583333333336,217.71527777777777,69.44444444444444,15.2,17.2,13.2,0.0,4,3,2008
2008-03-05,49.989583333333336,217.71527777777777,69.44444444444444,18.3,24.7,11.9,0.0,5,3,2008
2008-03-06,49.989583333333336,217.71527777777777,69.44444444444444,21.0,25.7,16.3,0.0,6,3,2008
2008-03-07,49.989583333333336,217.71527777777777,69.44444444444444,21.3,26.3,16.3,0.0,7,3,2008
2008-03-08,49.989583333333336,217.71527777777777,69.44444444444444,24.15,28.0,20.3,0.0,8,3,2008
2008-03-09,49.989583333333336,217.71527777777777,69.44444444444444,25.05,27.5,22.6,0.0,9,3,2008
2008-03-10,49.989583333333336,217.71527777777777,69.44444444444444,20.1,25.9,14.3,0.0,10,3,2008
2008-03-11,49.989583333333336,217.71527777777777,69.44444444444444,14.45,17.9,11.0,0.0,11,3,2008
2008-03-12,49.989583333333336,217.71527777777777,69.44444444444444,13.899999999999999,17.2,10.6,0.0,12,3,2008
2008-03-13,49.989583333333336,217.71527777777777,69.44444444444444,14.0,17.1,10.9,3.3,13,3,2008
2008-03-14,49.989583333333336,217.71527777777777,69.44444444444444,14.600000000000001,16.1,13.1,0.0,14,3,2008
2008-03-15,49.989583333333336,217.71527777777777,69.44444444444444,13.55,15.6,11.5,0.0,15,3,2008
2008-03-16,49.989583333333336,217.71527777777777,69.44444444444444,13.7,18.2,9.2,0.0,16,3,2008
2008-03-17,49.989583333333336,217.71527777777777,69.44444444444444,18.7,24.8,12.6,0.0,17,3,2008
2008-03-18,49.989583333333336,217.71527777777777,69.44444444444444,18.8,23.0,14.6,0.0,18,3,2008
2008-03-19,49.989583333333336,217.71527777777777,69.44444444444444,16.75,21.9,11.6,0.0,19,3,2008
2008-03-20,49.989583333333336,217.71527777777777,69.44444444444444,17.450000000000003,23.1,11.8,0.0,20,3,2008
2008-03-21,49.989583333333336,217.71527777777777,69.44444444444444,22.65,30.0,15.3,0.0,21,3,2008
2008-03-22,49.989583333333336,217.71527777777777,69.44444444444444,26.950000000000003,32.7,21.2,0.0,22,3,2008
2008-03-23,49.989583333333336,217.71527777777777,69.44444444444444,27.55,35.0,20.1,0.0,23,3,2008
2008-03-24,49.989583333333336,217.71527777777777,69.44444444444444,28.299999999999997,33.3,23.3,0.0,24,3,2008
2008-03-25,49.989583333333336,217.71527777777777,69.44444444444444,23.45,30.2,16.7,0.0,25,3,2008
2008-03-26,49.989583333333336,217.71527777777777,69.44444444444444,16.2,18.3,14.1,0.0,26,3,2008
2008-03-27,49.989583333333336,217.71527777777777,69.44444444444444,14.850000000000001,17.3,12.4,0.0,27,3,2008
2008-03-28,49.989583333333336,217.71527777777777,69.44444444444444,16.15,21.2,11.1,0.0,28,3,2008
2008-03-29,49.989583333333336,217.71527777777777,69.44444444444444,20.0,24.7,15.3,0.6499999999999999,29,3,2008
2008-03-30,49.989583333333336,217.71527777777777,69.44444444444444,16.05,19.3,12.8,2.0,30,3,2008
2008-03-31,49.989583333333336,217.71527777777777,69.44444444444444,14.850000000000001,16.8,12.9,3.6999999999999997,31,3,2008
2008-04-01,49.989583333333336,217.71527777777777,69.44444444444444,14.65,16.8,12.5,0.0,1,4,2008
2008-04-02,49.989583333333336,217.71527777777777,69.44444444444444,14.65,18.1,11.2,0.0,2,4,2008
2008-04-03,49.989583333333336,217.71527777777777,69.44444444444444,17.8,24.3,11.3,0.0,3,4,2008
2008-04-04,49.989583333333336,217.71527777777777,69.44444444444444,15.600000000000001,17.3,13.9,0.0,4,4,2008
2008-04-05,49.989583333333336,217.71527777777777,69.44444444444444,16.35,20.6,12.1,0.0,5,4,2008
